Author,Review URL,Description,Rating
Srinivas,https://www.zoma.to/YGnxRz,"Best place for the Biryani!<br/><br/>The Veg meals was too good. Especially the Podi and Rice, Dhal.<br/><br/>Their biryani are the best. We had Panner biryani , Panner tikka. The biryani was just wow with Perfect spices and Taste. Rice and panner was perfectly cooked. The Quantity was perfect for two people and the panner tikka was good.<br/><br/>Ambience 3/5<br/>Food 4/5<br/>Service 4/5",4.0
Deepak Raj,https://www.zoma.to/odkGbl,We went here for dinner. This place is huge and they have multiple stories. Staff is very polite and service is also very good. This is a must go place for family dinner.<br/><br/>We ordered Potato Biryani and Gobhi Manchurian. Both the dishes were delicious.<br/><br/>Ambience - 4/5<br/>Food - 4/5<br/>Service - 4/5,4.0
Vamsi Bn,https://www.zoma.to/eOoYbv,I like the recepie and biryani. It’s damn good to eat. Hope the same taste will be there forever. I specially recommend for normal biryani as dried chicken pieces. That will be good for biryani.,5.0
Remz,https://www.zoma.to/rpnQow,"Oh my love for Meghna's biriyani will never ever die! Ordered their Meghna's special boneless chicken biriyani for home delivery. Loved it! Their packing is really good. Rice, chicken, both come in separate packets. And of course their raita and the brinjal salan. ",5.0
Vivek Minocha,https://www.zoma.to/XrBGYL,"The service staff could use a huge improvement, food was ok, the main concern was calling back the staff almost 4-5 times since we were provided the table, call to get spoons, call to get table cleaned, call to get stuff put on the table which should be done at the starting itself, v frustrating",3.0
Sunku Sowmya Sree,https://www.zoma.to/kqmzQq,I just loved biryani here. And whenever we are craving for biryani then our first preference will be always meghana foods. Even loved the starters especially golden baby corn. Worth trying this restaurant #myhungersaviour,4.0
Aishwarya Prabhu,https://www.zoma.to/YQqRlv,Ordered food from here for a team lunch. This is a heaven for Biryani lovers. The quatity of the Biryani is also remarkable. One Biryani will serve two easily. The only reason I'm giving a 4 is because I did not like the pricing for the Starters. The Starters is pretty costly and costs same as a Biryani. ,4.0
Himani Chandra,https://www.zoma.to/ArPAPn,Such sub standards food. Got it delivered at home chicken lollypops and it was so bad without any sauce. Will never order from here again and it is certainly not worthy of good rating given here,1.0
Vivek Kumar,https://www.zoma.to/Lkodgo,"Best Biryani, both veg n nonveg. Price is bit high.<br/>But I haven't found any other place, where Biryani is better than this restaurant. Took one star off because of high price.",4.0
Priya,https://www.zoma.to/xwGwBo,Ordered paneer Biryani from here. The quantity and taste was really good. Paneer is served separetly which is good thing. Worth trying this biryani,5.0
Pawan Rawal,https://www.zoma.to/NOxlOB,"Service 5/5<br/>Taste 5/5<br/>Staff 5/5<br/>Location 4/5<br/><br/>Have visited here quiet a few time<br/>Much need place at Marathahalli<br/>Got to know about them when I was a frequent visitor at the Koramangala branch<br/><br/>Love their food,<br/>Spicy and taste<br/>Really delicious",5.0
Sushmitha Raj,https://www.zoma.to/OzXMbM,"Awesome place for Biryani... The Biryani is best in taste, the aroma is on spot and the service is very quick... Always a go to place for awesome food and my personal favourite here is the aloo dum Biryani",5.0
Madhu,https://www.zoma.to/rLLMny,Prawn biriyani is absolute bliss. Very delicious finger licking good. very neatly & properly packed. Food and packing both are superb. Thank you very much. ,5.0
Swathi Vankadara,https://www.zoma.to/eZLknL,Quality of food has reduced a lot. Food is not tasty. Not worth for the money I spent. Don't order biryani from Meghana foods. Waste waste waste,2.0
Parijat Sharma,https://www.zoma.to/QAMODZ,Ordered chicken special biriyani and coke.They sent me normal coke and the biriyani was split into two halves in one packet there was chicken and one half was rice.I don't know in which part of the world they have these two things separate in a chicken Biryani.The chicken curry was made south indian style so beware if you can't eat south indian.I conveyed the same to the Zomato customer service but their vague response was no good.Wasted money on shitty food.dont order biriyani or for that matter try swiggy.atleast they have a customer service.These guys think that they can't be replaced.#zomatosucks,1.0
Shahul Hameed,https://www.zoma.to/MqQzGg,Very spicy food! If you are a spicy food lover this is the place for you. But the food is too spicy that one cannot eat after a certain limit,4.0
Vijay,https://www.zoma.to/qbYGBZ,"As the name goes, this outlet is no different. The biryani is always a hit never a miss. Some minor fixes like quick service or more dessert options would make this a lot better",3.0
Neeraj Garg,https://www.zoma.to/QAgNNq,"One of the most famous biryani place in Bangalore.<br/>Ordered Meghana special chicken biryani and Chicken boneless biryani. Both were good.<br/>They serve raita and salan also.<br/>I went on sunday night. It was very crowded at that time.<br/>Overall, I liked the place.<br/>Unarguably, this is the best biryani place in Bangalore.",5.0
Kaishik Gundu,https://www.zoma.to/gYKYkQ,"Best biryani forever. You can go to this place with friends family and even single as well. Will always prefer this place. ""Meghana Special Biryani"" is a treat for non veg lovers. The weekends are always full and you need to wait for some time from 10-20 mins",5.0
Dibya Kar,https://www.zoma.to/oAbPml,It's always been my favourite biriyani .one of the best in the list.special the boneless biriyani and the planner biriyani too.and the 1 biriyani is enough for two people.. ambiance is good and services also .I will highly recommend this place if you want to help your tummy to make happy.,4.0
Rahul Attri,https://www.zoma.to/EeyZZg,Taste of good. My order chicken Biryani and butter chicken. Biryani taste yummy and butter chicken OK OK... Only.. Is like tomato gravy... Come to service is very delay for Biryani and chicken they take Max 45 min... 🤔🤔 don't ..wt overall is is good... Improve service and butter chicken.... ,3.0
Narsa Reddy,https://www.zoma.to/xwnMqa,"It's a sudden weekend party, thought of ordering some non veg starter's, on friend's suggestion ordered chicken pakoda and chicken Maharaja and chicken 65, Tandoori chicken. The delivery was prompt and received after the expected time.<br/>Coming to food, both chicken pakoda and Maharaja were good and chicken was less spicy and felt sweeter than the expected spicy need. Tandoori was spicy but the masala was over coated and 65 was good. The quality was good and disappointed with quantity. It's lot less comparing to amount that's been spent on it.",3.0
RAHUL PATEL,https://www.zoma.to/KKxwNE,"One of the best biriyani in Bangalore I have ever tasted. Always a delicious and tasteful experience eating/delivery at Meghana Foods.<br/><br/>Great biriyani! A must try for all biryani lovers. If you love biriyani, this is the place for you to rejoice. <br/><br/>Food was delicious and more than sufficient. One pack easily two people have it. Really appreciate the team for providing such a splendid meal.<br/><br/>Best biryani in Marathahalli. Biryanis are Super spicy and tasty. The order also I got within time with good packing<br/><br/>Recommended Dishes:  <br/>     Meghana special biryani<br/>     Meghan special chicken biryani<br/>     Spicy Chicken Biriyani<br/>     Hyderabadi Biryani<br/>     Chicken Boneless Biryani<br/>     Mutton Biryani<br/>     Vegetable Biryani<br/><br/>Thali:<br/>     Andhra Thali<br/>     Veg Thali<br/><br/>For Customised Food Lover:<br/>     Mutton curry<br/>     Chicken curry<br/>     Jeera Rice<br/>     Garlic Naan<br/>     Butter Naan",5.0
Shachi Agarwal,https://www.zoma.to/LklZyM,Good as always. Biryani is trademark Meghan's. Super spicy and tasty. Always a tasteful and delicious experience eating at meghana outlets .,4.0
Sachin Kumar Sherikar,https://www.zoma.to/qbGZOl,"This place definitely lacked the tasty which you'll find it in any other Meghana outlets. Having said that, appetizers were very delicious and well cooked. Biryani wasn't up to the mark as one would expect from Meghana Foods. ",4.0
Akhilesh Reddy Chaikam,https://www.zoma.to/MqoMNB,"Worst ambience ever I've seen. Customers are not even approached properly. Ordered thali, food is okayish asked for more dal, they didn't even bring it, I waited for half an hour and left this with bad experience. I won't visit this restaurant again.<br/><br/>Wanted to give 0 rating, looks that is not possible here.",1.0
Kishan Pb,https://www.zoma.to/QAEyyM,"Based on 2 home delivery orders place through Zomato. Excuse my pictures as they are taken after transferring to plates at home, and everyone are impatient after receiving food parcels 😂. I liked the Boneless Chicken Biryani which is a must try. Special Chicken Biryani is interesting. Both these Biryanis can be shared between 2 people. Avoid the Mutton Biryani. See details of the 3 items as follows.<br/><br/>Special Chicken Biryani - Packing was good. This one and the boneless were a surprise in that the rice and chicken portions with masala/curry came separately. Priced at 250, 2 people can share it. Yeah the quantity of the rice is a lot for a person. I liked the slightly tangy Chicken masala, pieces were boneless. I am starting to get familiar with the style after trying a few Andhra Biryanis, totally different from Nagarjuna though. This biryani is an interesting change from the fiery Hyd Biryani.<br/><br/>Boneless Chicken Biryani - Clear winner by a mile. Must try dish. Again the rice and curry are separated, but gel seamlessly once mixed. Delicious. Totally different from the special Chicken and the Hyd Biryani. I will recommend everyone to go for it. 2 people can share it.<br/><br/>Mutton Biryani - priced slightly high at approx 350. My suggestion is to dine at the place instead of opting for a home delivery. The packing is stylish well branded. The quality of the rice is good and the pieces were delicious although there was little meat on the bone . The masala was frugal which is the major turn off. Unfortunately you don't have the option of customizing to double masala in Zomato. They still got a very authentic, spicy masala. ",4.0
Krishnapabolu,https://www.zoma.to/DdKpPg,"Taste of biriyanis is tasty but the prices are expensive, takes longer hours in online delivery. Raitha, gravy & salads won't be provided. Late servoce",3.0
