Area,Restaurant Name,Rating,Cuisine,Price,Link
Koramangala,The Palms Brew & Kitchen,N/A,"Modern Indian, North Indian","₹2,500 for two",https://www.zomato.com/bangalore/the-palms-brew-kitchen-jp-nagar-bangalore/info
Koramangala,Pari,N/A,"Salad, Asian, South Indian, Pasta, Desserts, European, North Indian","₹1,500 for two",https://www.zomato.com/bangalore/pari-5-rajajinagar-bangalore/info
Koramangala,Masala Mandi,N/A,"North Indian, BBQ, Biryani, Desserts, Beverages, Mughlai","₹1,800 for two",https://www.zomato.com/bangalore/masala-mandi-sarjapur-road-bangalore/info
Koramangala,RCB Bar & Cafe,N/A,"Continental, Asian, North Indian, Pizza, Fast Food, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/rcb-bar-cafe-brigade-road-bangalore/info
Koramangala,Chili's Grill and Bar,N/A,"Burger, Mexican, American, Tex-Mex, Fast Food, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/chilis-grill-and-bar-bellandur-bangalore/info
Koramangala,153 Biere Street,N/A,"Asian, Continental, North Indian, Malaysian, Italian, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info
Koramangala,Shift Lounge & Bar,N/A,"Continental, Bar Food, North Indian, Alcoholic Beverages, Chinese, Mughlai, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/shift-lounge-bar-pragathi-nagar-bangalore/info
Koramangala,SECTOR 144 JP NAGAR,N/A,"North Indian, Chinese, South Indian, Biryani, Pizza","₹2,000 for two",https://www.zomato.com/bangalore/sector-144-jp-nagar-1-jp-nagar-bangalore/info
Koramangala,The Studs Sports Bar & Grill,N/A,"North Indian, Chinese, Desserts, Bar Food, Fast Food, Modern Indian, Continental","₹1,000 for two",https://www.zomato.com/bangalore/the-studs-sports-bar-grill-kadubeesanahalli-bangalore/info
Koramangala,Moai,N/A,"North Indian, Andhra, Chinese, Indo-Chinese, Street Food","₹1,500 for two",https://www.zomato.com/bangalore/moai-1-jayanagar-bangalore/info
Koramangala,Native Bar & Coastal Kitchen,N/A,"South Indian, Seafood, Desserts",₹900 for two,https://www.zomato.com/bangalore/native-bar-coastal-kitchen-kadubeesanahalli-bangalore/info
Koramangala,Karigari By Chef Harpal Singh Sokhi,N/A,"North Indian, Kebab, Beverages, Seafood, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/karigari-by-chef-harpal-singh-sokhi-sahakara-nagar-bangalore/info
Koramangala,Gnome,N/A,"North Indian, Chinese, Continental, Seafood, Biryani, Fast Food, Pizza","₹2,000 for two",https://www.zomato.com/bangalore/gnome-kadubeesanahalli-bangalore/info
Koramangala,Deck Of Brews,N/A,"North Indian, Continental, Pizza, Pasta, Italian, Asian, Desserts, South Indian","₹1,500 for two",https://www.zomato.com/bangalore/deck-of-brews-kadubeesanahalli-bangalore/info
Koramangala,The Golden Circle Brewery,N/A,"North Indian, Chinese, South Indian, Continental, Italian, Mexican, Asian","₹1,500 for two",https://www.zomato.com/bangalore/the-golden-circle-brewery-sarjapur-road-bangalore/info
Koramangala,Float Brewery,N/A,"Bar Food, Continental, Italian, Asian, North Indian, Desserts, Pizza, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/float-brewery-kalyan-nagar-bangalore/info
Koramangala,The Bier Library,N/A,"Biryani, Asian, North Indian, European, American, Desserts, Bar Food, Oriental","₹1,800 for two",https://www.zomato.com/bangalore/the-bier-library-sarjapur-road-bangalore/info
Koramangala,SkyDeck By Sherlock's,N/A,"North Indian, Burger, Grilled Chicken, Desserts, Seafood","₹2,700 for two",https://www.zomato.com/bangalore/skydeck-by-sherlocks-mg-road-bangalore/info
Koramangala,Revival Restaurant & Banquets,N/A,"North Indian, Modern Indian","₹1,600 for two",https://www.zomato.com/bangalore/revival-restaurant-banquets-seshadripuram-bangalore/info
Koramangala,Jollygunj,N/A,"Alcoholic Beverages, Chinese, Finger Food, Desserts, North Indian, Bar Food","₹2,100 for two",https://www.zomato.com/bangalore/jollygunj-jp-nagar-bangalore/info
Koramangala,The Big Barbeque,N/A,"BBQ, Pizza, North Indian, Pasta, Desserts, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/the-big-barbeque-marathahalli-bangalore/info
Koramangala,Stories Bar & Kitchen,N/A,"North Indian, Continental, Italian","₹1,000 for two",https://www.zomato.com/bangalore/stories-bar-kitchen-hsr-bangalore/info
Koramangala,The Big Baadshaah,N/A,"North Indian, Continental, Chinese, Asian, Fast Food, Street Food, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/the-big-baadshaah-marathahalli-bangalore/info
Koramangala,Red Rhino,N/A,"North Indian, Mediterranean, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/info
Koramangala,Tropika Brewing Co,N/A,"North Indian, Chinese, Fast Food, South Indian","₹2,000 for two",https://www.zomato.com/bangalore/tropika-brewing-co-marathahalli-bangalore/info
Koramangala,Bastian Garden City,N/A,"Asian, Chinese, Seafood","₹2,900 for two",https://www.zomato.com/bangalore/bastian-garden-city-st-marks-road-bangalore/info
Koramangala,AnTeRa Kitchen And Bar,N/A,"South Indian, North Indian, Biryani, Chinese, Desserts","₹1,700 for two",https://www.zomato.com/bangalore/antera-kitchen-and-bar-marathahalli-bangalore/info
Koramangala,Ambedo Restaurant & Cocktail Bar,N/A,"Continental, Asian, North Indian, Italian, Pizza, Sushi","₹1,500 for two",https://www.zomato.com/bangalore/ambedo-restaurant-cocktail-bar-jp-nagar-bangalore/info
Koramangala,Ironhill Bengaluru,N/A,"North Indian, Continental, Asian, Pizza, Fast Food, Biryani, Beverages, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/ironhill-bengaluru-marathahalli-bangalore/info
Koramangala,33&Brew,N/A,"Burger, Beverages, Sandwich, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/33-brew-1-brookefield-bangalore/info
Koramangala,Barley Broo,N/A,"North Indian, Mughlai, Italian, Asian, Fast Food, Seafood, Chinese, Biryani","₹1,500 for two",https://www.zomato.com/bangalore/barley-broo-1-rajajinagar-bangalore/info
Koramangala,JULIET,N/A,"Asian, Continental, Sushi, Thai, Japanese, Desserts","₹2,500 for two",https://www.zomato.com/bangalore/juliet-ulsoor-bangalore/info
Koramangala,Street Storyss,N/A,"Modern Indian, Street Food, Asian, Italian, Salad, Chinese, Beverages, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/street-storyss-kanakapura-road-bangalore/info
Koramangala,Yuki,N/A,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",https://www.zomato.com/bangalore/yuki-indiranagar-bangalore/info
Koramangala,LMNO,N/A,"Asian, Pizza, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/lmno-marathahalli-bangalore/info
Koramangala,LUPA,N/A,"Mediterranean, European, Italian, Salad, Desserts, Beverages","₹2,500 for two",https://www.zomato.com/bangalore/lupa-mg-road-bangalore/info
Koramangala,White Garden,N/A,"Chinese, North Indian","₹1,600 for two",https://www.zomato.com/bangalore/white-garden-kalyan-nagar-bangalore/info
Koramangala,Smoor,N/A,"Desserts, Bakery, Beverages, Shake","₹1,200 for two",https://www.zomato.com/bangalore/smoor-2-indiranagar-bangalore/info
Koramangala,Boozy Cove By The Lake Bar & Kitchen,N/A,"North Indian, Chinese, South Indian, Pizza, Continental, Pasta, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/boozy-cove-by-the-lake-bar-kitchen-sarjapur-road-bangalore/info
Koramangala,Mai Mai,N/A,"Asian, Japanese, Korean","₹1,000 for two",https://www.zomato.com/bangalore/mai-mai-indiranagar-bangalore/info
Koramangala,Noodle Bar,N/A,"Asian, Oriental, Chinese, Thai, Desserts, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/noodle-bar-whitefield/info
Koramangala,The Soda Factory,N/A,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore/info
Koramangala,Shiro,N/A,"Japanese, Sushi, Asian, Desserts, Thai, Korean, Cantonese, Vietnamese","₹3,500 for two",https://www.zomato.com/bangalore/shiro-lavelle-road/info
Koramangala,Kopitiam Lah,N/A,"Malaysian, Asian, Beverages, Desserts, Continental","₹1,800 for two",https://www.zomato.com/bangalore/kopitiam-lah-indiranagar-bangalore/info
Koramangala,Amintiri,N/A,"Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food","₹1,100 for two",https://www.zomato.com/bangalore/amintiri-church-street-bangalore/info
Koramangala,Arogya Mane,N/A,"Healthy Food, Street Food, Shake, Juices, Beverages",₹100 for two,https://www.zomato.com/bangalore/arogya-mane-1-chanapatna-bangalore/info
Koramangala,Cosmo - Hyatt Centric Hebbal Bengaluru,N/A,"North Indian, Chinese, Biryani, Pasta, Desserts, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/cosmo-hyatt-centric-hebbal-bengaluru-hebbal-bangalore/info
Koramangala,Maya,N/A,"North Indian, Continental, Pasta","₹2,000 for two",https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info
Koramangala,Plan B X Hangover,N/A,"American, Burger, Pizza, Continental, Bar Food, Desserts, Beverages","₹2,200 for two",https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info
Koramangala,Niro - Kitchen & Taproom,N/A,"Continental, North Indian, Beverages, Asian, Bar Food","₹1,300 for two",https://www.zomato.com/bangalore/niro-kitchen-taproom-nagawara-bangalore/info
Koramangala,Subz,N/A,"North Indian, Chinese, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/subz-jayanagar/info
Koramangala,Gold Rush Brews,N/A,"North Indian, Italian, Asian, Continental, American, South Indian, Beverages, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/gold-rush-brews-kr-puram-bangalore/info
Koramangala,The Pizza Bakery - Wood Fired Sourdough,N/A,"Pizza, Italian, Pasta, Salad, Desserts, Continental","₹1,300 for two",https://www.zomato.com/bangalore/the-pizza-bakery-wood-fired-sourdough-jp-nagar-bangalore/info
Koramangala,KOKO,N/A,"Asian, Sushi, Desserts, Chinese, Beverages","₹3,800 for two",https://www.zomato.com/bangalore/koko-airport-road-bangalore/info
Koramangala,Skygolf Club & Kitchen,N/A,"North Indian, Chinese, Pizza, Burger, Desserts, Italian, Continental, Asian","₹2,000 for two",https://www.zomato.com/bangalore/skygolf-club-kitchen-brookefield-bangalore/info
Koramangala,Punjab Grill,N/A,"North Indian, Kebab, Biryani, Mughlai","₹2,000 for two",https://www.zomato.com/bangalore/punjab-grill-brigade-road-bangalore/info
Koramangala,Geometry Gastropub,N/A,"Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages","₹1,600 for two",https://www.zomato.com/bangalore/geometry-gastropub-new-bel-road-bangalore/info
Koramangala,Jook Taproom,N/A,"North Indian, South Indian, Chinese, Pizza, Fast Food, Biryani, Asian, Bar Food","₹2,000 for two",https://www.zomato.com/bangalore/jook-taproom-yelahanka-bangalore/info
Koramangala,Baan Phad Thai,N/A,"Thai, Beverages","₹2,450 for two",https://www.zomato.com/bangalore/baan-phad-thai-indiranagar-bangalore/info
Koramangala,Horizon,N/A,"Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages","₹3,000 for two",https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore/info
Koramangala,Boho,N/A,"Continental, Asian, American, Mexican, Beverages, Desserts, Korean, Italian","₹1,500 for two",https://www.zomato.com/bangalore/boho-koramangala-5th-block/info
Koramangala,Communiti,N/A,"American, Continental, European, Italian, Oriental, Burger, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/communiti-brigade-road-bangalore/info
Koramangala,The 13th Floor,N/A,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts","₹2,100 for two",https://www.zomato.com/bangalore/the-13th-floor-mg-road-bangalore/info
Koramangala,"Torye Drink, Dine & Dance",N/A,Continental,"₹1,500 for two",https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore/info
Koramangala,Burma Burma - Ecoworld,N/A,"Asian, Burmese, Bubble Tea, Beverages, Desserts","₹1,800 for two",https://www.zomato.com/bangalore/burma-burma-ecoworld-sarjapur-road-bangalore/info
Koramangala,The Green Pearl,N/A,"Chinese, Indian, Continental, Thai, Japanese, Mexican, Italian, Seafood","₹1,800 for two",https://www.zomato.com/bangalore/the-green-pearl-varthur-main-road-whitefield-bangalore/info
Koramangala,BRAU GALIE MICROBREWERY,N/A,"North Indian, South Indian, Biryani","₹1,500 for two",https://www.zomato.com/bangalore/brau-galie-microbrewery-1-koramangala-5th-block-bangalore/info
Koramangala,Chowman,N/A,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages","₹1,200 for two",https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/info
Koramangala,YouMee,N/A,"Chinese, Sushi, Continental, Japanese, Desserts, Tea, Shake, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/youmee-bannerghatta-road-bangalore/info
Koramangala,Copper Chimney,N/A,"North Indian, Biryani, Kebab","₹1,600 for two",https://www.zomato.com/bangalore/copper-chimney-1-bellandur-bangalore/info
Koramangala,ASF- Ancient Stone Flames BBQ & Grill,N/A,"BBQ, North Indian, Chinese, Mediterranean, Desserts, Asian, South Indian, Italian","₹2,300 for two",https://www.zomato.com/bangalore/asf-ancient-stone-flames-bbq-grill-whitefield-bangalore/info
Koramangala,1131 Bar + Kitchen By House Of Commons,N/A,"Finger Food, North Indian, Continental, Chinese, Italian, Asian, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info
Koramangala,Yoichi by Shiro,N/A,"Sushi, Japanese, Asian","₹2,300 for two",https://www.zomato.com/bangalore/yoichi-by-shiro-1-nagawara-bangalore/info
Koramangala,North Star Cafe,N/A,"Cafe, Bakery, Beverages, Desserts, Continental, Healthy Food","₹1,000 for two",https://www.zomato.com/bangalore/north-star-cafe-hsr-bangalore/info
Koramangala,The Kind Roastery & Brew Room,N/A,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Pasta",₹500 for two,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-indiranagar-bangalore/info
Koramangala,Kampot - Gourmet Pan Asian Restaurant,N/A,"Vietnamese, Asian, Chinese, Desserts, Seafood, Korean, Japanese","₹2,000 for two",https://www.zomato.com/bangalore/kampot-gourmet-pan-asian-restaurant-bellandur-bangalore/info
Koramangala,Royal China,N/A,"Asian, Cantonese, Chinese, Desserts, Seafood","₹3,800 for two",https://www.zomato.com/bangalore/royal-china-lavelle-road-bangalore/info
Koramangala,Mezcalita Cantina y Tequila Bar,N/A,"Mexican, Bar Food","₹2,500 for two",https://www.zomato.com/bangalore/mezcalita-cantina-y-tequila-bar-1-indiranagar-bangalore/info
Koramangala,Gulp Cocktails And Kitchen,N/A,"Continental, South Indian, Kebab, Mangalorean, Biryani, North Indian, Chinese, Desserts","₹1,500 for two",https://www.zomato.com/bangalore/gulp-cocktails-and-kitchen-banashankari-bangalore/info
Koramangala,Chili's Grill & Bar,N/A,"Mexican, Pizza, Pasta, American, Tex-Mex, Desserts","₹1,800 for two",https://www.zomato.com/bangalore/chilis-grill-bar-yelahanka-bangalore/info
Koramangala,TOY BOY,N/A,"Bar Food, North Indian, Pizza, Oriental","₹2,400 for two",https://www.zomato.com/bangalore/toy-boy-majestic-bangalore/info
Koramangala,FOO Asian Tapas,N/A,"Chinese, Asian, Japanese, Sushi","₹2,500 for two",https://www.zomato.com/bangalore/foo-asian-tapas-brigade-road-bangalore/info
Koramangala,Lola's,N/A,"Continental, Asian","₹1,200 for two",https://www.zomato.com/bangalore/lolas-nagawara-bangalore/info
Koramangala,Caprese - Shangri-La Hotel,N/A,"Italian, Continental","₹3,500 for two",https://www.zomato.com/bangalore/caprese-shangri-la-hotel-vasanth-nagar-bangalore/info
Koramangala,The Black Pearl,N/A,"BBQ, North Indian, Biryani","₹1,000 for two",https://www.zomato.com/bangalore/the-black-pearl-kadubeesanahalli-bangalore/info
Koramangala,Poco A Poco - Global Food & Music,N/A,"Steak, Continental, North Indian, Oriental, American, Italian, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/poco-a-poco-global-food-music-whitefield-bangalore/info
Koramangala,HOUSE OF LOKA,N/A,"North Indian, South Indian, Continental, Italian, Asian, Pizza, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/house-of-loka-chandapura-bangalore/info
Koramangala,AEIOU,N/A,"Continental, Pizza","₹1,000 for two",https://www.zomato.com/bangalore/aeiou-nagawara-bangalore/info
Koramangala,Skyro,N/A,"North Indian, Asian, Chinese, Continental, Seafood","₹1,500 for two",https://www.zomato.com/bangalore/skyro-nagarbhavi-bangalore/info
Koramangala,The Dreaming Tree,N/A,"Italian, Healthy Food, Chinese, Shake, Coffee, Beverages, Desserts","₹1,700 for two",https://www.zomato.com/bangalore/the-dreaming-tree-hsr-bangalore/info
Koramangala,Ration Room,N/A,"Continental, Italian","₹1,400 for two",https://www.zomato.com/bangalore/ration-room-rt-nagar-bangalore/info
Koramangala,The Scene - Craft Kitchen & Bar,N/A,"North Indian, Continental, Asian, Desserts, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/the-scene-craft-kitchen-bar-jp-nagar-bangalore/info
Koramangala,Mahesh Lunch Home,N/A,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info
